Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,AgeofCar,Brand
2012,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7467.14,12,Hyundai
2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14492.23,6,Hyundai
2013,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3882.92,11,Chevrolet
2013,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,34647.55,11,Audi
2013,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6606.93,11,Honda
2017,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,10454.0,7,Ford
2014,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,45280.76,10,Audi
2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2867.38,14,Hyundai
2014,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5436.08,10,Hyundai
2011,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,3166.07,13,Maruti
2017,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1911.59,7,Tata
2012,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,30728.79,12,BMW
2013,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4958.18,11,Maruti
2018,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,8637.99,6,Ford
2008,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,3106.33,16,Hyundai
2008,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,8661.89,16,BMW
2017,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,17072.88,7,Toyota
2011,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,20609.32,13,Mercedes-Benz
2013,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,8960.57,11,Hyundai
2014,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,5197.13,10,Maruti
2016,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10633.21,8,Maruti
2016,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,4181.6,8,Hyundai
2014,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7287.93,10,Honda
2016,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,3823.18,8,Renault
2014,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5854.24,10,Toyota
2015,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,4408.6,9,Maruti
2016,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,4755.08,8,Tata
2013,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,3524.49,11,Hyundai
2014,55730,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,18172.04,10,Audi
2015,62000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7526.88,9,Maruti
2017,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7992.83,7,Volkswagen
2017,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,11350.06,7,Honda
2009,28000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3166.07,15,Hyundai
2012,58200,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8960.57,12,Hyundai
2002,53000,Petrol,Manual,Second,18.342252479408305,1621.5059354622972,113.27220292815797,5.0,2210.27,22,Honda
2018,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,6726.4,6,Maruti
2018,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14074.07,6,Hyundai
2004,200000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,1015.53,20,Tata
2011,55893,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4002.39,13,Volkswagen
2015,60586,Petrol,Manual,First,23.1,998.0,67.04,5.0,4910.39,9,Maruti
2015,13500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30477.9,9,Mercedes-Benz
2017,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3703.7,7,Maruti
2018,12000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,40023.89,6,Ford
2017,65000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5734.77,7,Tata
2014,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,4169.65,10,Volkswagen
2012,25000,Petrol,Manual,Second,17.5,1373.0,91.1,7.0,6152.93,12,Maruti
2011,100000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,17216.25,13,Mercedes-Benz
2014,13710,Petrol,Manual,First,16.2,1199.0,74.0,5.0,5675.03,10,Volkswagen
2015,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,22700.12,9,Toyota
2017,17000,Petrol,Manual,First,23.1,998.0,67.04,5.0,5854.24,7,Maruti
2008,89000,Diesel,Automatic,Second,16.07,1995.0,181.0,4.0,7526.88,16,BMW
2006,100173,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2867.38,18,Honda
2009,97000,Petrol,Manual,First,13.17,1999.0,114.0,5.0,3584.23,15,Mitsubishi
2016,40190,Petrol,Manual,First,18.06,1198.0,74.93,5.0,5077.66,8,Renault
2016,29647,Diesel,Manual,First,20.14,1498.0,88.0,5.0,7526.88,8,Volkswagen
2018,43639,Petrol,Manual,First,21.1,998.0,100.0,5.0,9737.16,6,Maruti
2012,37333,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3847.07,12,Hyundai
2018,48407,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9139.78,6,Hyundai
2011,25000,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,35842.29,13,BMW
2010,72400,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2747.91,14,Hyundai
2012,18000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,26284.35,12,Mini Cooper
2012,65167,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3918.76,12,Honda
2016,25418,Petrol,Manual,First,20.73,1373.0,91.2,5.0,8470.73,8,Maruti
2013,38995,Diesel,Manual,First,19.3,1248.0,73.9,5.0,7718.04,11,Maruti
2012,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4778.97,12,Volkswagen
2011,72000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13142.17,13,BMW
2016,31075,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,59486.26,8,Audi
2015,4311,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5734.77,9,Ford
2017,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,41816.01,7,BMW
2011,54000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,26272.4,13,Mercedes-Benz
2007,50000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1314.22,17,Maruti
2018,13000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7885.3,6,Maruti
2013,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5376.34,11,Maruti
2009,75000,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,1194.74,15,Chevrolet
2017,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,8243.73,7,Volkswagen
2012,139000,Diesel,Automatic,First,18.342252479408305,2179.0,115.0,5.0,20011.95,12,Land Rover
2015,52000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,30454.0,9,Audi
2015,20000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,42413.38,9,Audi
2018,32663,Diesel,Manual,First,24.0,1186.0,73.97,5.0,7502.99,6,Hyundai
2012,76777,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5830.35,12,Mahindra
2016,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,4420.55,8,Tata
2015,43993,Petrol,Manual,First,21.1,814.0,55.2,5.0,4121.86,9,Hyundai
2016,72118,Diesel,Manual,First,15.4,2179.0,120.0,8.0,12222.22,8,Mahindra
2010,83000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,7765.83,14,Honda
2016,7523,Petrol,Manual,First,16.2,1199.0,74.0,5.0,7347.67,8,Volkswagen
2014,34670,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3464.76,10,Maruti
2016,30000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,6571.09,8,Hyundai
2017,17000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,37037.04,7,Ford
2015,59261,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5077.66,9,Hyundai
2016,65210,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6547.19,8,Maruti
2016,19000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8661.89,8,Hyundai
2012,50000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3584.23,12,Maruti
2015,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,35244.92,9,BMW
2007,75000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1780.17,17,Honda
2013,54534,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,4360.81,11,Hyundai
2018,13000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,13022.7,6,Ford
2015,48808,Petrol,Manual,First,23.1,998.0,67.04,5.0,5137.4,9,Maruti
2012,63001,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,7299.88,12,Maruti
2015,64771,Diesel,Manual,First,12.8,2494.0,102.0,8.0,18518.52,9,Toyota
2016,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8243.73,8,Honda
2012,69242,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5603.35,12,Maruti
2011,33292,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3811.23,13,Maruti
2012,55000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4480.29,12,Hyundai
2019,1000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,10274.79,5,Hyundai
2011,80000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4599.76,13,Honda
2016,65003,Diesel,Automatic,First,13.6,4134.0,382.0,5.0,81039.43,8,Porsche
2019,16573,Petrol,Manual,First,17.8,1198.0,86.7,5.0,11123.06,5,Honda
2008,152633,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3584.23,16,Honda
2015,53000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6571.09,9,Hyundai
2017,50129,Diesel,Manual,First,19.67,1582.0,126.2,5.0,15890.08,7,Hyundai
2013,63716,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,27479.09,11,Audi
2018,11000,Petrol,Manual,First,24.7,796.0,47.3,5.0,4002.39,6,Maruti
2012,115000,Diesel,Automatic,Third,15.06,1995.0,177.0,5.0,11947.43,12,BMW
2013,63265,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3524.49,11,Hyundai
2016,20000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,8064.52,8,Volkswagen
2010,79000,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,2915.17,14,Volkswagen
2015,41000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6989.25,9,Maruti
2015,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8841.1,9,Volkswagen
2016,76000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4540.02,8,Hyundai
2008,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4540.02,16,Honda
2008,69000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3225.81,16,Honda
2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,8614.1,8,Mahindra
2016,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,9438.47,8,Honda
2017,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5017.92,7,Hyundai
2014,58003,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6869.77,10,Renault
2013,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,4121.86,11,Maruti
2014,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,30764.64,10,Audi
2018,46811,Diesel,Manual,First,16.0,2179.0,140.0,7.0,19820.79,6,Mahindra
2014,31897,Petrol,Manual,First,18.06,1198.0,74.96,5.0,5603.35,10,Renault
2009,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,8960.57,15,BMW
2016,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19713.26,8,Toyota
2009,31423,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2377.54,15,Honda
2014,75180,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6272.4,10,Maruti
2013,75000,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,6451.61,11,Renault
2014,15000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4659.5,10,Volkswagen
2015,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6929.51,9,Hyundai
2014,32000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,36439.67,10,BMW
2017,44504,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6690.56,7,Maruti
2012,66000,Diesel,Automatic,First,18.342252479408305,2987.0,165.0,5.0,27479.09,12,Mercedes-Benz
2015,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6152.93,9,Maruti
2017,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,11326.16,7,Hyundai
2016,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,2843.49,8,Tata
2009,71346,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4540.02,15,Maruti
2015,45000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6571.09,9,Hyundai
2010,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4241.34,14,Hyundai
2015,48823,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7586.62,9,Maruti
2015,37000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,43010.75,9,Land Rover
2005,92000,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,1314.22,19,Tata
2014,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4420.55,10,Tata
2016,24569,Diesel,Manual,First,16.0,1997.0,140.0,7.0,16129.03,8,Mahindra
2008,95000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,3405.02,16,Honda
2015,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,2544.8,9,Tata
2015,65000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,9259.26,9,Hyundai
2017,100400,Diesel,Manual,First,25.0,1396.0,69.0,5.0,3405.02,7,Tata
2014,76414,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5913.98,10,Honda
2012,82103,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7407.41,12,Mahindra
2013,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,20908.0,11,BMW
2010,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2688.17,14,Hyundai
2017,10300,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8064.52,7,Maruti
2016,42024,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,11624.85,8,Hyundai
2018,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,10143.37,6,Maruti
2013,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,29868.58,11,Mini Cooper
2015,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,6678.61,9,Maruti
2011,68000,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,5734.77,13,Skoda
2014,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6511.35,10,Ford
2017,10000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7765.83,7,Hyundai
2015,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5197.13,9,Honda
2013,46992,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4480.29,11,Honda
2010,170000,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,14336.92,14,BMW
2014,58000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,38231.78,10,Audi
2015,50000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4778.97,9,Hyundai
2011,39010,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3106.33,13,Nissan
2016,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5316.61,8,Hyundai
2015,28700,Petrol,Manual,First,21.1,814.0,55.2,5.0,3106.33,9,Hyundai
2011,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,19115.89,13,Mercedes-Benz
2014,38999,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,38829.15,10,Land Rover
2016,39000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,16547.19,8,Mahindra
2018,7784,Petrol,Manual,First,20.73,1373.0,91.1,5.0,10465.95,6,Maruti
2014,45710,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,28291.52,10,Mercedes-Benz
2017,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,6571.09,7,Maruti
2013,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,78626.05,11,Land Rover
2013,57000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5961.77,11,Renault
2013,85350,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,6810.04,11,Hyundai
2016,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,14324.97,8,Toyota
2016,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,35830.35,8,BMW
2018,13900,Petrol,Manual,First,18.88,1499.0,110.4,5.0,11350.06,6,Ford
2014,108000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6571.09,10,Maruti
2016,36000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,27479.09,8,Hyundai
2013,62188,Diesel,Manual,First,17.2,1396.0,53.5,5.0,3524.49,11,Tata
2015,58397,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5854.24,9,Hyundai
2006,85000,Petrol,Manual,Third,18.342252479408305,1086.0,113.27220292815797,5.0,1553.17,18,Hyundai
2016,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5077.66,8,Maruti
2018,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,19546.0,6,Mahindra
2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,11887.69,15,Audi
2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,6571.09,12,Volkswagen
2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9856.63,8,Maruti
2002,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,1135.01,22,Maruti
2016,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4790.92,8,Hyundai
2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9796.89,5,Honda
2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,7407.41,10,Honda
2012,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,20011.95,12,Toyota
2017,21000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,19713.26,7,Mahindra
2007,116000,Diesel,Manual,Third,10.9,2499.0,113.27220292815797,7.0,4480.29,17,Ford
2012,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4181.6,12,Ford
2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,6487.46,7,Honda
2017,54650,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,36260.45,7,Ford
2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,9546.0,10,Nissan
2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,4289.13,13,Skoda
2012,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,2270.01,12,Chevrolet
2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,5615.29,15,Toyota
2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8661.89,12,Renault
2016,26212,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,29223.42,8,Mercedes-Benz
2014,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,4659.5,10,Tata
2013,56127,Petrol,Manual,First,18.5,1197.0,80.0,5.0,6152.93,11,Hyundai
2015,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,4360.81,9,Maruti
2016,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5973.72,8,Hyundai
2009,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2747.91,15,Honda
2001,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,896.06,23,Hyundai
2009,137148,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2210.27,15,Hyundai
2010,114703,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2150.54,14,Ford
2014,97439,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5268.82,10,Honda
2006,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2389.49,18,Maruti
2014,81609,Diesel,Manual,First,17.8,1248.0,113.27220292815797,5.0,6630.82,10,Maruti
2014,28000,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,37933.09,10,Mercedes-Benz
2015,37500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,38231.78,9,Audi
2010,37000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,25089.61,14,Mercedes-Benz
2010,83000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3285.54,14,Maruti
2005,79012,Petrol,Manual,First,13.4,1794.0,125.0,5.0,3154.12,19,Toyota
2018,27395,Diesel,Manual,First,15.4,2179.0,120.0,7.0,16953.41,6,Mahindra
2017,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,4599.76,7,Maruti
2014,117000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,18518.52,10,Toyota
2010,23000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,2270.01,14,Maruti
2014,59508,Petrol,Manual,First,25.4,624.0,37.48,4.0,1505.38,10,Tata
2009,69000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2867.38,15,Hyundai
2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13739.55,14,BMW
2014,88511,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9856.63,10,Mahindra
2011,66000,Petrol,Manual,First,15.8,1598.0,105.0,5.0,3285.54,13,Volkswagen
2009,65000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1672.64,15,Skoda
2015,30676,Petrol,Manual,First,25.4,624.0,37.5,4.0,3464.76,9,Tata
2011,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2867.38,13,Ford
2013,23627,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,5675.03,11,Volkswagen
2018,52827,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53476.7,6,Land Rover
2015,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7431.3,9,Honda
2018,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5376.34,6,Renault
2015,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5077.66,9,Hyundai
2011,78203,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,6571.09,13,Chevrolet
2017,27000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8303.46,7,Hyundai
2018,31919,Petrol,Automatic,First,24.07,998.0,67.1,5.0,5448.03,6,Maruti
2016,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16511.35,8,Hyundai
2016,17362,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6750.3,8,Honda
2016,49716,Diesel,Manual,First,21.19,1396.0,88.73,5.0,7407.41,8,Hyundai
2014,48000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3882.92,10,Maruti
2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,10155.32,15,Audi
2016,79000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,8661.89,8,Hyundai
2013,57000,Diesel,Manual,First,21.8,1461.0,78.0,5.0,5507.77,11,Renault
2016,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6332.14,8,Volkswagen
2012,50123,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2270.01,12,Tata
2012,57184,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3691.76,12,Hyundai
2007,75000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,11350.06,17,BMW
2015,26000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15113.5,9,Hyundai
2016,22129,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5077.66,8,Hyundai
2011,127887,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3524.49,13,Maruti
2006,92000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4121.86,18,Mahindra
2011,60634,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3942.65,13,Hyundai
2014,90000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,9557.95,10,Tata
2009,59000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3237.75,15,Honda
2012,59293,Petrol,Manual,First,18.2,998.0,67.1,5.0,3225.81,12,Maruti
2012,80753,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,5376.34,12,Maruti
2015,40000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,22401.43,9,Toyota
2014,103000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,6272.4,10,Maruti
2012,72389,LPG,Manual,First,26.2,998.0,58.2,5.0,3823.18,12,Maruti
2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,7168.46,7,Maruti
2014,41000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3751.49,10,Hyundai
2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3046.59,8,Renault
2012,30000,Petrol,Manual,Second,15.64,1193.0,64.08,5.0,2747.91,12,Tata
2014,74624,Diesel,Manual,First,20.0,1399.0,68.05,5.0,6750.3,10,Ford
2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,57610.51,9,Porsche
2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3584.23,8,Maruti
2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,8960.57,9,Volkswagen
2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,3106.33,19,Mahindra
2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,73178.02,6,BMW
2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4181.6,15,Honda
2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,34587.81,8,Mini Cooper
2015,78000,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,17921.15,9,Mitsubishi
2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5077.66,12,Maruti
2006,48000,Petrol,Automatic,First,8.6,5998.0,552.0,4.0,70489.84,18,Bentley
2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7885.3,11,Maruti
2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,6212.66,17,Toyota
2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,11947.43,14,Mercedes-Benz
2016,37944,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,41816.01,8,Mercedes-Benz
2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,10454.0,7,Ford
2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,5459.98,9,Toyota
2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2986.86,12,Hyundai
2005,105000,Petrol,Manual,First,18.342252479408305,999.0,113.27220292815797,5.0,2090.8,19,Hyundai
2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,24026.28,10,Land Rover
2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,9319.0,13,Toyota
2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,4313.02,13,Hyundai
